Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Developer,Rating
Tiger Woods PGA Tour 11,X360,2010.0,Sports,Electronic Arts,0.28,0.19,0.0,0.05,0.52,EA Sports,0
The Golden Compass,PS2,2007.0,Action,Sega,0.13,0.0,0.0,0.39,0.52,Shiny Entertainment,3
Final Fantasy Chronicles,PS,2001.0,Role-Playing,Square,0.29,0.2,0.0,0.03,0.52,TOSE,2
F1 2009,PSP,2009.0,Racing,Codemasters,0.08,0.29,0.0,0.16,0.52,Sumo Digital,0
Syphon Filter 3,PS,2001.0,Shooter,Sony Computer Entertainment,0.29,0.2,0.0,0.03,0.52,Sony Bend,1
Metal Gear Solid 2: Substance,PS2,2002.0,Action,Konami Digital Entertainment,0.18,0.14,0.16,0.05,0.52,KCEJ,1
Tales of Symphonia: Dawn of the New World,Wii,2008.0,Role-Playing,Namco Bandai Games,0.21,0.04,0.24,0.02,0.52,Bandai Namco Games,2
NBA Live 08,X360,2007.0,Sports,Electronic Arts,0.47,0.0,0.0,0.04,0.52,EA Canada,0
Guinness World Records: The Videogame,DS,2008.0,Action,Warner Bros. Interactive Entertainment,0.47,0.01,0.0,0.04,0.52,TT Fusion,0
We Love Katamari,PS2,2005.0,Puzzle,Electronic Arts,0.26,0.2,0.0,0.07,0.52,Namco,0
Sesame Street: Once Upon A Monster,X360,2011.0,Misc,Warner Bros. Interactive Entertainment,0.39,0.09,0.0,0.04,0.52,Double Fine Productions,0
NCAA Football 2003,XB,2002.0,Sports,Electronic Arts,0.39,0.11,0.0,0.02,0.52,EA Sports,0
We Cheer,Wii,2008.0,Simulation,505 Games,0.47,0.0,0.0,0.04,0.52,"Machatin, Inc.",3
Madden NFL 07,PS3,2006.0,Sports,Electronic Arts,0.47,0.0,0.01,0.04,0.52,EA Tiburon,0
Ready 2 Rumble Boxing: Round 2,PS,2000.0,Fighting,Midway Games,0.29,0.2,0.0,0.03,0.52,Point of View,2
LEGO Jurassic World,WiiU,2015.0,Action,Warner Bros. Interactive Entertainment,0.27,0.19,0.02,0.04,0.52,TT Games,3
Mega Man 6,NES,1993.0,Platform,Capcom,0.28,0.07,0.16,0.01,0.52,Unknown,0
NBA Live 09,PS3,2008.0,Sports,Electronic Arts,0.46,0.0,0.02,0.04,0.52,EA Canada,0
FIFA 12,PSP,2011.0,Sports,Electronic Arts,0.12,0.25,0.02,0.13,0.52,Unknown,0
Mission: Impossible,PS,1999.0,Action,Infogrames,0.29,0.2,0.0,0.03,0.52,Unknown,0
Rory McIlroy PGA Tour,PS4,2015.0,Action,Electronic Arts,0.18,0.25,0.0,0.08,0.52,EA Tiburon,0
SingStar Dance,PS3,2010.0,Misc,Sony Computer Entertainment,0.09,0.31,0.0,0.11,0.52,SCEE London Studio,2
Rival Schools: United By Fate,PS,1998.0,Fighting,Capcom,0.12,0.08,0.28,0.03,0.52,Unknown,0
Lords of the Fallen,PS4,2014.0,Role-Playing,Square Enix,0.18,0.24,0.02,0.08,0.52,"City Interactive, Deck 13",1
Swing Away Golf,PS2,2000.0,Sports,Electronic Arts,0.17,0.13,0.18,0.04,0.52,T&E Soft,0
J-League Pro Soccer Club o Tsukurou! 3,PS2,2003.0,Sports,Sega,0.0,0.0,0.52,0.0,0.52,Unknown,0
Tomb Raider: Legend,PS2,2006.0,Action,Eidos Interactive,0.25,0.19,0.02,0.06,0.52,Crystal Dynamics,2
Freedom Fighters,PS2,2003.0,Shooter,Electronic Arts,0.25,0.2,0.0,0.07,0.52,Io Interactive,2
Silent Hill: Origins,PSP,2007.0,Action,Konami Digital Entertainment,0.22,0.15,0.04,0.1,0.52,"Climax Group, Climax Studios",1
Gun,XB,2005.0,Shooter,Activision,0.38,0.12,0.0,0.02,0.52,Neversoft Entertainment,1
That's So Raven 2: Supernatural Style,GBA,2005.0,Adventure,Disney Interactive Studios,0.37,0.14,0.0,0.01,0.52,Artificial Mind and Movement,0
Fight Night Round 3,PSP,2006.0,Fighting,Electronic Arts,0.46,0.01,0.0,0.04,0.52,EA Chicago,2
The Punisher,PS2,2005.0,Action,THQ,0.25,0.2,0.0,0.07,0.52,Volition Inc.,1
Kirby and the Rainbow Curse,WiiU,2015.0,Platform,Nintendo,0.22,0.13,0.12,0.04,0.52,HAL Labs,0
Front Mission 3,PS,1999.0,Strategy,SquareSoft,0.1,0.07,0.31,0.03,0.52,Unknown,0
Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,DS,2006.0,Misc,Nintendo,0.0,0.0,0.52,0.0,0.52,Unknown,0
SSX On Tour,PS2,2005.0,Sports,Electronic Arts,0.25,0.2,0.0,0.07,0.52,EA Canada,0
 Frozen: Olaf's Quest,DS,2013.0,Platform,Disney Interactive Studios,0.21,0.26,0.0,0.04,0.52,Unknown,0
Disgaea 3: Absence of Justice,PS3,2008.0,Role-Playing,Square Enix,0.33,0.03,0.11,0.04,0.52,Nippon Ichi Software,2
Tony Hawk's Pro Skater 3,GBA,2002.0,Sports,Activision,0.37,0.14,0.0,0.01,0.52,Vicarious Visions,0
Way of the Samurai 3,PS3,2008.0,Action,Gamebridge,0.18,0.08,0.22,0.04,0.52,Acquire,1
The Sims 2: Open for Business,PC,2006.0,Simulation,Electronic Arts,0.46,0.05,0.0,0.0,0.52,Maxis,2
Rune Factory 2: A Fantasy Harvest Moon,DS,2008.0,Role-Playing,Rising Star Games,0.32,0.03,0.15,0.03,0.52,Neverland,0
Harry Potter and the Prisoner of Azkaban,GBA,2004.0,Action,Electronic Arts,0.37,0.14,0.0,0.01,0.52,Griptonite Games,0
Omega Boost,PS,1999.0,Shooter,Sony Computer Entertainment,0.17,0.11,0.2,0.03,0.52,Unknown,0
NFL 2K3,XB,2002.0,Sports,Sega,0.38,0.11,0.0,0.02,0.52,Unknown,0
Cars 2,PS3,2011.0,Racing,Disney Interactive Studios,0.22,0.21,0.0,0.09,0.52,Unknown,0
Go Diego Go! Safari Rescue,Wii,2008.0,Action,Take-Two Interactive,0.47,0.0,0.0,0.04,0.52,Unknown,0
SimAnimals,DS,2009.0,Simulation,Electronic Arts,0.26,0.2,0.0,0.05,0.52,Electronic Arts,0
NBA Live 2002,PS,2001.0,Sports,Electronic Arts,0.29,0.19,0.0,0.03,0.52,EA Canada,0
Jampack Winter 2002,PS2,2002.0,Misc,Sony Computer Entertainment,0.25,0.2,0.0,0.07,0.52,Unknown,0
LEGO Marvel Super Heroes,PSV,2013.0,Action,Warner Bros. Interactive Entertainment,0.11,0.29,0.0,0.11,0.51,Unknown,0
Way of the Samurai,PS2,2002.0,Action,Eidos Interactive,0.13,0.1,0.25,0.03,0.51,Acquire,1
The 3rd Birthday,PSP,2010.0,Role-Playing,Square Enix,0.13,0.07,0.27,0.05,0.51,HexaDrive,1
Sonic & All-Stars Racing Transformed,WiiU,2012.0,Racing,Sega,0.19,0.26,0.02,0.04,0.51,Unknown,0
Kung Fu Panda,PS3,2008.0,Action,Activision,0.21,0.21,0.0,0.09,0.51,"Luxoflux, Inc.",3
Classic Word Games,DS,2009.0,Misc,Ubisoft,0.09,0.36,0.0,0.06,0.51,Ubisoft,0
Epic Mickey 2: The Power of Two,X360,2012.0,Action,Disney Interactive Studios,0.32,0.15,0.0,0.04,0.51,Blitz Games Studios,0
Pac-Man Fever,PS2,2001.0,Misc,Sony Computer Entertainment,0.25,0.2,0.0,0.07,0.51,Mass Media,0
Spectrobes: Beyond the Portals,DS,2008.0,Role-Playing,Disney Interactive Studios,0.36,0.11,0.0,0.04,0.51,"Jupiter Corporation, Jupiter Multimedia",3
International Track & Field,PS,1996.0,Sports,Konami Digital Entertainment,0.08,0.05,0.35,0.03,0.51,Unknown,0
HSX HyperSonic.Xtreme,PS2,2002.0,Racing,Midas Interactive Entertainment,0.25,0.2,0.0,0.07,0.51,Blade Interactive,0
Lair,PS3,2007.0,Action,Sony Computer Entertainment,0.36,0.03,0.08,0.04,0.51,"Factor 5, SCE/WWS",2
Madden NFL 2004,GC,2003.0,Sports,Electronic Arts,0.4,0.1,0.0,0.01,0.51,EA Tiburon,0
Jikkyou Powerful Pro Yakyuu 10,PS2,2003.0,Sports,Konami Digital Entertainment,0.0,0.0,0.51,0.0,0.51,Unknown,0
Summoner,PS2,2000.0,Role-Playing,THQ,0.25,0.2,0.0,0.07,0.51,Volition Inc.,2
Soul Sacrifice,PSV,2013.0,Role-Playing,Sony Computer Entertainment,0.15,0.08,0.22,0.06,0.51,"SCE Japan Studio, comcept",1
Virtual Pool,PS,1997.0,Sports,Interplay,0.28,0.19,0.0,0.03,0.51,Unknown,0
DC Universe Online,PS3,2011.0,Role-Playing,Sony Online Entertainment,0.35,0.11,0.0,0.06,0.51,WBIE,2
Jam With the Band,DS,2008.0,Misc,Nintendo,0.0,0.0,0.51,0.0,0.51,Unknown,0
NBA Live 07,PSP,2006.0,Sports,Electronic Arts,0.47,0.0,0.0,0.04,0.51,EA Sports,0
IL-2 Sturmovik: Birds of Prey,X360,2009.0,Simulation,505 Games,0.23,0.23,0.0,0.05,0.51,Gaijin Entertainment,2
100 All-Time Favorites,DS,2009.0,Puzzle,Ubisoft,0.35,0.12,0.0,0.04,0.51,Ubisoft,0
The Walking Dead: Survival Instinct,PS3,2013.0,Shooter,Activision,0.28,0.15,0.0,0.08,0.51,Terminal Reality,1
Major League Baseball 2K10,X360,2010.0,Sports,Take-Two Interactive,0.47,0.0,0.0,0.04,0.51,Visual Concepts,0
Alice in Wonderland,Wii,2010.0,Adventure,Disney Interactive Studios,0.25,0.21,0.0,0.05,0.51,Etranges Libellules,3
Ratatouille,PS3,2007.0,Action,THQ,0.09,0.32,0.0,0.1,0.51,Heavy Iron Studios,0
"SpongeBob SquarePants: Lights, Camera, Pants!",GBA,2005.0,Misc,THQ,0.37,0.14,0.0,0.01,0.51,Unknown,0
Wrecking Crew,NES,1985.0,Platform,Nintendo,0.0,0.0,0.51,0.0,0.51,Unknown,0
Rugrats: Scavenger Hunt,N64,1999.0,Misc,THQ,0.41,0.09,0.0,0.01,0.51,Unknown,0
International Superstar Soccer 2000 (All region sales),N64,1999.0,Sports,Konami Digital Entertainment,0.01,0.26,0.22,0.02,0.51,Unknown,0
NBA Live 2004,XB,2003.0,Sports,Electronic Arts,0.44,0.04,0.0,0.02,0.51,EA Sports,0
Iron Man,DS,2008.0,Action,Sega,0.35,0.12,0.0,0.05,0.51,Artificial Mind and Movement,3
Alien: Isolation,XOne,2014.0,Shooter,Sega,0.22,0.24,0.0,0.04,0.51,Creative Assembly,1
Dai-4-Ji Super Robot Taisen S,PS,1996.0,Strategy,Banpresto,0.0,0.0,0.48,0.03,0.51,Unknown,0
Pro Evolution Soccer 2010,Wii,2009.0,Sports,Konami Digital Entertainment,0.12,0.27,0.06,0.05,0.51,Konami,0
Disney's Kim Possible: Revenge of Monkey Fist,GBA,2002.0,Platform,THQ,0.37,0.14,0.0,0.01,0.51,Digital Eclipse,0
Naruto Shippuden: Clash of Ninja Revolution 3,Wii,2009.0,Fighting,Nintendo,0.44,0.03,0.0,0.04,0.51,8ing/Raizing,2
Ace Combat Zero: The Belkan War,PS2,2006.0,Simulation,Namco Bandai Games,0.15,0.12,0.2,0.04,0.51,Namco,2
Dragon Age: Origins,PC,2009.0,Role-Playing,Electronic Arts,0.0,0.46,0.0,0.05,0.51,BioWare,1
Dynasty Warriors,PSP,2004.0,Action,Tecmo Koei,0.18,0.0,0.3,0.02,0.51,Koei,2
NHL 07,PS2,2006.0,Sports,Electronic Arts,0.42,0.02,0.0,0.07,0.51,EA Sports,3
SoulCalibur: Broken Destiny,PSP,2009.0,Fighting,Namco Bandai Games,0.12,0.2,0.07,0.12,0.51,Bandai Namco Games,2
Dishonored,PC,2012.0,Action,Bethesda Softworks,0.26,0.19,0.0,0.06,0.51,Unknown,0
Dragon Ball: Raging Blast,X360,2009.0,Fighting,Namco Bandai Games,0.36,0.08,0.02,0.04,0.51,Spike,2
Naruto Shippuden: Ultimate Ninja Storm 3,X360,2013.0,Fighting,Namco Bandai Games,0.29,0.16,0.01,0.05,0.51,CyberConnect2,2
Petz: Hamsterz Life 2,DS,2007.0,Misc,Ubisoft,0.47,0.0,0.0,0.04,0.51,Unknown,0
World Championship Poker,XB,2004.0,Misc,Crave Entertainment,0.37,0.11,0.0,0.02,0.51,Coresoft,0
The BIGS,PS2,2007.0,Sports,Take-Two Interactive,0.25,0.19,0.0,0.06,0.51,Blue Castle Games,0
WWE 2K16,PS3,2015.0,Sports,Take-Two Interactive,0.22,0.21,0.0,0.08,0.51,Yuke's,2
Final Fantasy,WS,2000.0,Role-Playing,SquareSoft,0.0,0.0,0.51,0.0,0.51,Unknown,0
Dragon Ball Z: Supersonic Warriors,GBA,2004.0,Fighting,Atari,0.36,0.13,0.0,0.01,0.51,Arc System Works,2
NBA Ballers,XB,2004.0,Sports,Midway Games,0.37,0.11,0.0,0.02,0.51,Midway,0
Silent Hill 4: The Room,PS2,2004.0,Action,Konami Digital Entertainment,0.25,0.19,0.0,0.06,0.51,KCET,1
River Raid II,2600,1988.0,Shooter,Activision,0.47,0.03,0.0,0.01,0.51,Unknown,0
Capcom Classics Collection,PS2,2005.0,Misc,Capcom,0.22,0.17,0.05,0.06,0.51,Digital Eclipse,2
My Word Coach,Wii,2007.0,Misc,Ubisoft,0.46,0.01,0.0,0.04,0.51,Ubisoft,0
Monopoly Party,PS2,2002.0,Misc,Infogrames,0.25,0.19,0.0,0.06,0.51,Unknown,0
Tiger Woods PGA Tour 13,X360,2012.0,Sports,Electronic Arts,0.29,0.18,0.0,0.04,0.51,Electronic Arts,0
NHL FaceOff 98,PS,1997.0,Sports,Sony Computer Entertainment,0.28,0.19,0.0,0.03,0.51,Unknown,0
The Saboteur,X360,2009.0,Action,Electronic Arts,0.26,0.2,0.0,0.05,0.51,Pandemic Studios,1
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GBA,2004.0,Action,THQ,0.36,0.13,0.0,0.01,0.5,Tantalus Interactive,0
Sonic Riders,PS2,2006.0,Racing,Sega,0.42,0.02,0.0,0.07,0.5,Sonic Team,0
Looney Tunes: Back in Action,PS2,2003.0,Platform,Warner Bros. Interactive Entertainment,0.25,0.19,0.0,0.06,0.5,Warthog,0
Monsters vs. Aliens,DS,2009.0,Action,Activision,0.33,0.13,0.0,0.05,0.5,Griptonite Games,0
Midnight Magic,2600,1983.0,Action,Atari,0.47,0.03,0.0,0.01,0.5,Unknown,0
NHL 09,X360,2008.0,Sports,Electronic Arts,0.45,0.01,0.0,0.04,0.5,EA Canada,3
Bully: Scholarship Edition,Wii,2008.0,Action,Take-Two Interactive,0.17,0.28,0.0,0.06,0.5,Rockstar Toronto,2
WWE SmackDown vs. RAW 2007,X360,2006.0,Fighting,THQ,0.44,0.03,0.0,0.04,0.5,Yuke's,2
Midnight Club II,XB,2003.0,Racing,Take-Two Interactive,0.42,0.06,0.0,0.02,0.5,Rockstar San Diego,2
Monster Hunter Freedom 2,PS3,2011.0,Role-Playing,Capcom,0.0,0.0,0.5,0.0,0.5,Unknown,0
Tiger Woods PGA Tour 07,PS3,2006.0,Sports,Electronic Arts,0.31,0.12,0.0,0.07,0.5,EA Redwood Shores,0
Ratatouille,Wii,2007.0,Action,THQ,0.43,0.03,0.0,0.04,0.5,Asobo Studio,0
Avatar: The Last Airbender,GC,2006.0,Adventure,THQ,0.39,0.1,0.0,0.01,0.5,AWE Games,3
Blue's Clues: Blue's Big Musical,PS,2001.0,Misc,THQ,0.28,0.19,0.0,0.03,0.5,Unknown,0
The Mummy Returns,PS2,2001.0,Action,Universal Interactive,0.25,0.19,0.0,0.06,0.5,Blitz Games,2
Cars Toon: Mater's Tall Tales,Wii,2010.0,Misc,Disney Interactive Studios,0.45,0.02,0.0,0.03,0.5,Disney Interactive Studios,0
Paws & Claws: Dogs & Cats Best Friends,DS,2007.0,Simulation,THQ,0.46,0.01,0.0,0.04,0.5,Unknown,0
Hitman: Blood Money,PS2,2006.0,Action,Eidos Interactive,0.25,0.19,0.0,0.06,0.5,Io Interactive,1
Disney Sing It,PS2,2008.0,Misc,Disney Interactive Studios,0.25,0.19,0.0,0.06,0.5,Zoe Mode,0
Chopper Command,2600,1982.0,Shooter,Activision,0.47,0.03,0.0,0.01,0.5,Unknown,0
Lost: Via Domus,PS3,2008.0,Action,Ubisoft,0.19,0.22,0.0,0.09,0.5,Ubisoft Montreal,2
Crash: Mind Over Mutant,PS2,2008.0,Platform,Vivendi Games,0.25,0.19,0.0,0.06,0.5,Radical Entertainment,3
Activision Anthology,PS2,2002.0,Misc,Activision,0.25,0.19,0.0,0.06,0.5,Contraband Entertainment,0
Picross DS,DS,2007.0,Puzzle,Nintendo,0.17,0.02,0.3,0.02,0.5,Jupiter Corporation,0
Pro Evolution Soccer 2012,X360,2011.0,Action,Konami Digital Entertainment,0.1,0.34,0.0,0.07,0.5,Konami,0
Final Fantasy II Anniversary Edition,PSP,2007.0,Role-Playing,Square Enix,0.36,0.02,0.07,0.04,0.5,TOSE,2
Test Drive Unlimited,PSP,2007.0,Racing,Atari,0.08,0.27,0.0,0.15,0.5,Melbourne House,3
Harry Potter and the Half-Blood Prince,PSP,2009.0,Action,Electronic Arts,0.18,0.2,0.0,0.12,0.5,EA Bright Light,0
Unit 13,PSV,2012.0,Shooter,Sony Computer Entertainment,0.25,0.13,0.04,0.07,0.5,Zipper Interactive,2
R.U.S.E.,PS3,2010.0,Strategy,Ubisoft,0.18,0.22,0.02,0.08,0.5,Eugen Systems,2
Theatrhythm: Final Fantasy,3DS,2012.0,Misc,Square Enix,0.22,0.07,0.18,0.02,0.5,Indies Zero,3
Prince of Persia Trilogy,PS3,2010.0,Action,Ubisoft,0.17,0.24,0.0,0.09,0.5,Unknown,0
Goldeneye 007: Reloaded,X360,2011.0,Shooter,Activision,0.25,0.2,0.0,0.05,0.5,Eurocom Entertainment Software,2
Rugrats in Paris: The Movie,N64,2000.0,Action,THQ,0.4,0.09,0.0,0.01,0.5,Unknown,0
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,DS,2009.0,Adventure,GSP,0.12,0.32,0.0,0.06,0.5,Unknown,0
Star Wars: Jedi Starfighter,PS2,2002.0,Simulation,Activision,0.24,0.19,0.0,0.06,0.5,LucasArts,2
Tactics Ogre: The Knight of Lodis,GBA,2001.0,Role-Playing,Nintendo,0.13,0.05,0.31,0.01,0.5,Quest,0
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",PS3,2010.0,Shooter,Activision,0.24,0.18,0.0,0.08,0.5,Unknown,0
Super Robot Taisen MX,PS2,2004.0,Strategy,Banpresto,0.0,0.0,0.5,0.0,0.5,Unknown,0
Sega Bass Fishing,Wii,2008.0,Sports,Sega,0.45,0.01,0.0,0.04,0.5,Cavia Inc.,0
Bases Loaded '96: Double Header,PS,1995.0,Sports,Jaleco,0.28,0.19,0.0,0.03,0.5,Unknown,0
Dead or Alive Ultimate,XB,2004.0,Fighting,Tecmo Koei,0.3,0.1,0.08,0.02,0.5,Team Ninja,1
RPG Maker,PS,1997.0,Role-Playing,ASCII Entertainment,0.11,0.07,0.29,0.03,0.5,Kuusou Kagaku,0
Major League Baseball 2K12,X360,2012.0,Sports,Take-Two Interactive,0.47,0.0,0.0,0.03,0.5,Visual Concepts,0
Rooms: The Main Building,DS,2010.0,Adventure,Nintendo,0.1,0.34,0.01,0.05,0.5,HandMade Game,0
Dance Dance Revolution Universe 2,X360,2007.0,Simulation,Konami Digital Entertainment,0.46,0.0,0.0,0.04,0.5,Konami,3
Burnout Revenge,X360,2006.0,Racing,Electronic Arts,0.42,0.04,0.0,0.04,0.5,Criterion Games,3
Star Wars: Clone Wars,PS2,2002.0,Shooter,LucasArts,0.24,0.19,0.0,0.06,0.5,Unknown,0
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PS2,2004.0,Action,THQ,0.24,0.19,0.0,0.06,0.5,THQ,0
Madden NFL 13,Wii,2012.0,Sports,Electronic Arts,0.47,0.0,0.0,0.03,0.5,EA Tiburon,0
Madden NFL 11,PS2,2010.0,Sports,Electronic Arts,0.41,0.02,0.0,0.07,0.5,EA Tiburon,0
Monster Hunter,PS2,2004.0,Role-Playing,Capcom,0.11,0.08,0.28,0.03,0.5,Capcom,2
NBA Street Homecourt,X360,2007.0,Sports,Electronic Arts,0.45,0.01,0.0,0.04,0.5,EA Canada,0
Tony Hawk's Underground 2,GC,2004.0,Sports,Activision,0.38,0.1,0.0,0.01,0.5,Neversoft Entertainment,2
SplashDown: Rides Gone Wild,PS2,2003.0,Racing,THQ,0.24,0.19,0.0,0.06,0.5,Rainbow Studios,0
Super Famista 5,SNES,1996.0,Sports,Namco Bandai Games,0.0,0.0,0.5,0.0,0.5,Unknown,0
Shrek SuperSlam,PS2,2005.0,Action,Activision,0.24,0.19,0.0,0.06,0.5,Shaba Games,3
Rayman Advance,GBA,2001.0,Platform,Ubisoft,0.36,0.13,0.0,0.01,0.5,Digital Eclipse,0
Super Robot Taisen Z,PS2,2008.0,Strategy,Namco Bandai Games,0.0,0.0,0.5,0.0,0.5,Unknown,0
PoPoLoCrois Monogatari,PS,1996.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.46,0.03,0.5,Unknown,0
Tomb Raider: Anniversary,PS2,2007.0,Action,Eidos Interactive,0.41,0.02,0.0,0.07,0.5,Crystal Dynamics,2
Fantastic 4,PS2,2005.0,Action,Activision,0.41,0.01,0.0,0.07,0.5,7 Studios,2
Men in Black II: Alien Escape,PS2,2002.0,Shooter,Infogrames,0.24,0.19,0.0,0.06,0.5,Melbourne House,2
RealSports Tennis,2600,1982.0,Sports,Atari,0.46,0.03,0.0,0.01,0.5,Unknown,0
Nicktoons: Attack of the Toybots,PS2,2007.0,Platform,THQ,0.24,0.19,0.0,0.06,0.5,Blue Tongue,0
Raiders of the Lost Ark,2600,1981.0,Action,Atari,0.46,0.03,0.0,0.01,0.5,Unknown,0
Gauntlet,2600,1982.0,Action,Answer Software,0.46,0.03,0.0,0.01,0.5,Unknown,0
Alice: Madness Returns,X360,2011.0,Adventure,Electronic Arts,0.27,0.14,0.04,0.04,0.5,Spicy Horse,1
Madden NFL 07,Wii,2006.0,Sports,Electronic Arts,0.46,0.0,0.0,0.04,0.49,EA Canada,0
Spider-Man 2,DS,2004.0,Action,Activision,0.41,0.02,0.03,0.04,0.49,Vicarious Visions,0
Ridge Racer 3D,3DS,2011.0,Racing,Namco Bandai Games,0.19,0.15,0.12,0.03,0.49,Namco Bandai Games,0
Picross 3D,DS,2009.0,Puzzle,Nintendo,0.28,0.03,0.16,0.02,0.49,HAL Labs,0
Dynasty Warriors: Gundam 2,PS3,2008.0,Action,Namco Bandai Games,0.09,0.06,0.32,0.03,0.49,Omega Force,2
Cars Mater-National Championship,Wii,2007.0,Racing,THQ,0.46,0.0,0.0,0.04,0.49,Incinerator Games,0
Tony Hawk's Underground 2,GBA,2004.0,Sports,Activision,0.35,0.13,0.0,0.01,0.49,Vicarious Visions,0
Super Monkey Ball 3D,3DS,2011.0,Action,Sega,0.26,0.15,0.05,0.04,0.49,Sega,0
Euro Truck Simulator,PC,2008.0,Simulation,Rondomedia,0.0,0.42,0.0,0.07,0.49,SCS Software,0
SpongeBob SquarePants: Creature from the Krusty Krab,Wii,2006.0,Platform,THQ,0.44,0.02,0.0,0.04,0.49,Blitz Games,0
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS3,2015.0,Action,Square Enix,0.0,0.0,0.49,0.0,0.49,Unknown,0
F1 2012,X360,2012.0,Racing,Codemasters,0.1,0.34,0.0,0.05,0.49,Codemasters,0
NBA 2K11,Wii,2010.0,Action,Take-Two Interactive,0.46,0.01,0.0,0.03,0.49,Visual Concepts,0
Ice Hockey,2600,1980.0,Sports,Activision,0.46,0.03,0.0,0.01,0.49,Unknown,0
Tony Hawk's Project 8,X360,2006.0,Sports,Activision,0.44,0.02,0.0,0.04,0.49,Neversoft Entertainment,2
Babysitting Mama,Wii,2010.0,Simulation,505 Games,0.33,0.12,0.0,0.04,0.49,Cooking Mama Limited,0
Bleach: Soul Resurreccion,PS3,2011.0,Fighting,Nippon Ichi Software,0.27,0.1,0.07,0.05,0.49,Racjin,2
The Matrix: Path of Neo,PS2,2005.0,Action,Atari,0.41,0.01,0.0,0.07,0.49,Shiny Entertainment,2
Dragon Ball Z: Supersonic Warriors 2,DS,2005.0,Fighting,Atari,0.13,0.02,0.32,0.02,0.49,Arc System Works,3
Sonic Lost World,3DS,2013.0,Platform,Sega,0.24,0.14,0.07,0.03,0.49,Dimps Corporation,3
WWE Wrestlemania X8,GC,2002.0,Fighting,THQ,0.38,0.1,0.0,0.01,0.49,Yuke's,2
Boogie,Wii,2007.0,Misc,Electronic Arts,0.43,0.03,0.0,0.04,0.49,EA Montreal,3
The Price is Right,DS,2008.0,Misc,Ubisoft,0.46,0.0,0.0,0.04,0.49,Ludia Inc.,0
Power Rangers: Dino Thunder,GBA,2003.0,Action,THQ,0.35,0.13,0.0,0.01,0.49,Natsume,0
GoldenEye: Rogue Agent,XB,2004.0,Shooter,Electronic Arts,0.34,0.13,0.0,0.02,0.49,EA LA,2
Fire Emblem: Radiant Dawn,Wii,2007.0,Strategy,Nintendo,0.27,0.03,0.17,0.03,0.49,Intelligent Systems,3
The Sims,GC,2003.0,Simulation,Electronic Arts,0.35,0.13,0.0,0.01,0.49,Edge of Reality,2
Plants vs. Zombies: Garden Warfare 2,PS4,2016.0,Shooter,Electronic Arts,0.2,0.21,0.0,0.08,0.49,PopCap,3
Grandia III,PS2,2005.0,Role-Playing,Square Enix,0.12,0.1,0.24,0.03,0.49,Game Arts,2
Ace Combat: Assault Horizon,X360,2011.0,Action,Namco Bandai Games,0.3,0.12,0.03,0.04,0.49,Project Aces,2
Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,PS2,2006.0,Shooter,Namco Bandai Games,0.0,0.0,0.49,0.0,0.49,Unknown,0
Mario & Wario,SNES,1993.0,Puzzle,Nintendo,0.0,0.0,0.49,0.0,0.49,Unknown,0
Scarface: The World is Yours,XB,2006.0,Action,Vivendi Games,0.37,0.11,0.0,0.02,0.49,Radical Entertainment,1
Resident Evil: The Mercenaries 3D,3DS,2011.0,Action,Capcom,0.16,0.16,0.13,0.03,0.49,Capcom,1
FIFA Soccer 64,N64,1997.0,Sports,Electronic Arts,0.16,0.3,0.0,0.03,0.49,Unknown,0
Dreamworks Madagascar Kartz,Wii,2009.0,Racing,Activision,0.29,0.15,0.0,0.05,0.49,Activision,0
Star Wars Battlefront: Elite Squadron,DS,2009.0,Shooter,LucasArts,0.42,0.03,0.0,0.04,0.49,n-Space,3
Epic Mickey: Power of Illusion,3DS,2012.0,Action,Disney Interactive Studios,0.36,0.04,0.04,0.04,0.49,Unknown,0
Kane & Lynch 2: Dog Days,X360,2010.0,Shooter,Square Enix,0.2,0.22,0.01,0.05,0.49,Unknown,0
J-League Pro Soccer Club wo Tsukurou! 2,SAT,1997.0,Sports,Sega,0.0,0.0,0.49,0.0,0.49,Unknown,0
SpongeBob SquarePants: Creature from the Krusty Krab,DS,2006.0,Platform,THQ,0.45,0.0,0.0,0.04,0.49,WayForward,0
Backyard Baseball,PS2,2004.0,Sports,Atari,0.24,0.19,0.0,0.06,0.49,Humongous Entertainment,0
WipEout Pulse,PS2,2009.0,Racing,Sony Computer Entertainment,0.0,0.15,0.0,0.33,0.49,Unknown,0
Middle-Earth: Shadow of Mordor,X360,2014.0,Action,Warner Bros. Interactive Entertainment,0.28,0.16,0.0,0.04,0.49,Behaviour Interactive,1
